,Year,COUNTY,OSHPD_ID,Facility Name,Licensed Bed Classification,License Bed Designation,Licensed Bed Day,Discharges,Census Day,Intra Hospital Transfer from Critical Care,available beds,County labels,Facility Label,Beds Required('Predicted')
46110,2011-01-01,Riverside,106331293.0,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,4745.0,207.0,3587.0,602,1967.0,76,392,1967.0000000000007
46124,2011-01-01,Riverside,106331312.0,RIVERSIDE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,8030.0,345.0,6965.0,1789,3199.0,76,426,3199.000000000002
46138,2011-01-01,Riverside,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2190.0,180.0,1649.0,436,1157.0,76,439,1156.9999999999995
46152,2011-01-01,Riverside,106332172.0,KINDRED HOSPITAL RIVERSIDE,General Acute Care,Intensive Care,2920.0,72.0,2631.0,280,641.0,76,276,640.9999999999998
46166,2011-01-01,Riverside,106334001.0,SOUTHWEST HEALTHCARE SYSTEM-WILDOMAR,General Acute Care,Intensive Care,3470.0,349.0,3905.0,914,828.0,76,490,828.000000000001
46180,2011-01-01,Riverside,106334018.0,MENIFEE VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,2190.0,168.0,1593.0,175,940.0,76,333,939.9999999999995
46194,2011-01-01,Riverside,106334025.0,KAISER FND HOSP - RIVERSIDE,General Acute Care,Intensive Care,4015.0,275.0,2885.0,589,1994.0,76,193,1994.0
46208,2011-01-01,Riverside,106334048.0,KAISER FND HOSPITAL - MORENO VALLEY,General Acute Care,Intensive Care,1825.0,106.0,884.0,269,1316.0,76,215,1315.999999999999
46222,2011-01-01,Riverside,106334068.0,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,General Acute Care,Intensive Care,2555.0,128.0,1850.0,486,1319.0,76,489,1318.9999999999995
46250,2011-01-01,Riverside,106334487.0,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,16060.0,823.0,11732.0,2282,7433.0,76,428,7433.0000000000055
46264,2011-01-01,Riverside,106334589.0,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,General Acute Care,Intensive Care,3168.0,86.0,878.0,264,2640.0,76,298,2639.9999999999986
46278,2011-01-01,Sacramento,106340913.0,KAISER FND HOSP - SACRAMENTO,General Acute Care,Intensive Care,9125.0,566.0,9215.0,2471,2947.0,77,195,2947.0000000000027
46292,2011-01-01,Sacramento,106340947.0,MERCY GENERAL HOSPITAL,General Acute Care,Intensive Care,9490.0,222.0,9894.0,2636,2454.0,77,334,2454.0000000000014
46306,2011-01-01,Sacramento,106340950.0,MERCY SAN JUAN HOSPITAL,General Acute Care,Intensive Care,16425.0,1058.0,11887.0,2961,8557.0,77,344,8557.000000000004
46320,2011-01-01,Sacramento,106340951.0,METHODIST HOSPITAL OF SACRAMENTO,General Acute Care,Intensive Care,3650.0,331.0,5486.0,1001,-504.0,77,346,-503.99999999999807
46334,2011-01-01,Sacramento,106341006.0,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,General Acute Care,Intensive Care,34310.0,1157.0,23082.0,2187,14572.0,77,559,14572.000000000004
46348,2011-01-01,Sacramento,106341051.0,SUTTER GENERAL HOSPITAL,General Acute Care,Intensive Care,8760.0,376.0,6816.0,1822,4142.0,77,524,4142.000000000002
46362,2011-01-01,Sacramento,106341052.0,SUTTER MEMORIAL HOSPITAL,General Acute Care,Intensive Care,8760.0,97.0,4091.0,1176,5942.0,77,529,5941.999999999998
46376,2011-01-01,Sacramento,106342344.0,KAISER FND HOSP - SOUTH SACRAMENTO,General Acute Care,Intensive Care,5930.0,238.0,3199.0,1119,4088.0,77,207,4088.0
46446,2011-01-01,Sacramento,106344029.0,MERCY HOSPITAL - FOLSOM,General Acute Care,Intensive Care,2920.0,186.0,2920.0,320,506.0,77,336,506.00000000000034
46460,2011-01-01,Sacramento,106344035.0,KINDRED HOSPITAL - SACRAMENTO,General Acute Care,Intensive Care,2190.0,36.0,2160.0,48,114.0,77,265,113.99999999999957
46502,2011-01-01,San Benito,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2920.0,268.0,1179.0,223,2232.0,78,150,2231.999999999999
46516,2011-01-01,San Bernardino,106361105.0,BARSTOW COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,115.0,1209.0,326,692.0,79,23,691.9999999999992
46544,2011-01-01,San Bernardino,106361144.0,CHINO VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,328.0,2059.0,296,3675.0,79,55,3674.9999999999995
46558,2011-01-01,San Bernardino,106361166.0,MONTCLAIR HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,266.0,1797.0,278,1667.0,79,356,1666.9999999999995
46573,2011-01-01,San Bernardino,106361223.0,KAISER FND HOSP - FONTANA,General Acute Care,Intensive Care,12410.0,778.0,10830.0,2191,4549.0,79,175,4549.000000000004
46587,2011-01-01,San Bernardino,106361245.0,LOMA LINDA UNIV. MED. CENTER EAST CAMPUS HOSPITAL,General Acute Care,Intensive Care,2920.0,64.0,1326.0,302,1960.0,79,291,1959.9999999999989
46601,2011-01-01,San Bernardino,106361246.0,LOMA LINDA UNIVERSITY MEDICAL CENTER,General Acute Care,Intensive Care,68985.0,7426.0,63208.0,6104,19307.0,79,296,19307.000000000036
46629,2011-01-01,San Bernardino,106361274.0,KINDRED HOSPITAL ONTARIO,General Acute Care,Intensive Care,2555.0,150.0,1480.0,171,1396.0,79,274,1395.9999999999993
46643,2011-01-01,San Bernardino,106361308.0,REDLANDS COMMUNITY HOSPITAL,General Acute Care,Intensive Care,4380.0,187.0,3283.0,653,1937.0,79,421,1937.0000000000005
46657,2011-01-01,San Bernardino,106361318.0,SAN ANTONIO COMMUNITY HOSPITAL,General Acute Care,Intensive Care,4380.0,282.0,3593.0,959,2028.0,79,434,2028.0000000000005
46671,2011-01-01,San Bernardino,106361323.0,COMMUNITY HOSPITAL OF SAN BERNARDINO,General Acute Care,Intensive Care,4015.0,239.0,4329.0,788,713.0,79,76,713.0000000000009
46685,2011-01-01,San Bernardino,106361339.0,ST. BERNARDINE MEDICAL CENTER,General Acute Care,Intensive Care,9855.0,825.0,13979.0,3855,556.0,79,492,556.0000000000048
46699,2011-01-01,San Bernardino,106361343.0,ST. MARY REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,7300.0,438.0,7053.0,1985,2670.0,79,513,2670.000000000002
46712,2011-01-01,San Bernardino,106361370.0,VICTOR VALLEY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,3650.0,49.0,2081.0,295,1913.0,79,578,1912.9999999999993
46754,2011-01-01,San Bernardino,106362041.0,HI-DESERT MEDICAL CENTER,General Acute Care,Intensive Care,1460.0,130.0,958.0,236,868.0,79,156,867.9999999999991
46810,2011-01-01,San Bernardino,106364144.0,DESERT VALLEY HOSPITAL,General Acute Care,Intensive Care,2190.0,153.0,1906.0,376,813.0,79,89,812.9999999999995
46824,2011-01-01,San Bernardino,106364188.0,KINDRED HOSPITAL RANCHO,General Acute Care,Intensive Care,2920.0,19.0,2753.0,176,362.0,79,275,361.9999999999999
46838,2011-01-01,San Bernardino,106364231.0,ARROWHEAD REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,17520.0,1513.0,8143.0,1538,12428.0,79,19,12428.000000000002
46852,2011-01-01,San Bernardino,106364265.0,KAISER ONTARIO MEDICAL CENTER CAMPUS,General Acute Care,Intensive Care,1340.0,23.0,319.0,106,1150.0,79,252,1149.9999999999986
46866,2011-01-01,San Bernardino,106364268.0,LOMA LINDA UNIVERSITY HEART AND SURGICAL HOSPITAL,General Acute Care,Intensive Care,1460.0,0.0,0.0,0,1460.0,79,295,1459.9999999999984
46880,2011-01-01,San Diego,106370652.0,ALVARADO HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,6570.0,275.0,4112.0,1525,4258.0,80,12,4258.0
46894,2011-01-01,San Diego,106370658.0,SCRIPPS MERCY HOSPITAL - CHULA VISTA,General Acute Care,Intensive Care,8760.0,716.0,7825.0,2222,3873.0,80,457,3873.0000000000023
46908,2011-01-01,San Diego,106370673.0,RADY CHILDRENS HOSPITAL - SAN DIEGO,General Acute Care,Intensive Care,19710.0,1692.0,8561.0,0,12841.0,80,418,12841.000000000004
46922,2011-01-01,San Diego,106370689.0,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,General Acute Care,Intensive Care,1095.0,65.0,390.0,100,870.0,80,463,869.9999999999987
46936,2011-01-01,San Diego,106370694.0,SHARP MEMORIAL HOSPITAL,General Acute Care,Intensive Care,18250.0,664.0,12843.0,3692,9763.0,80,464,9763.0
46964,2011-01-01,San Diego,106370705.0,FALLBROOK HOSPITAL DISTRICT,General Acute Care,Intensive Care,1460.0,113.0,732.0,49,890.0,80,120,889.9999999999991
46978,2011-01-01,San Diego,106370714.0,GROSSMONT HOSPITAL,General Acute Care,Intensive Care,25550.0,670.0,12372.0,2983,16831.0,80,148,16831.000000000004
46992,2011-01-01,San Diego,106370721.0,KINDRED HOSPITAL - SAN DIEGO,General Acute Care,Intensive Care,2920.0,13.0,2276.0,38,695.0,80,266,694.9999999999997
47006,2011-01-01,San Diego,106370730.0,KAISER FND HOSP - SAN DIEGO,General Acute Care,Intensive Care,8760.0,564.0,6111.0,1026,4239.0,80,198,4239.000000000002
47020,2011-01-01,San Diego,106370744.0,SCRIPPS MERCY HOSPITAL,General Acute Care,Intensive Care,8030.0,501.0,6940.0,1858,3449.0,80,456,3449.000000000002
47062,2011-01-01,San Diego,106370755.0,PALOMAR MEDICAL CENTER,General Acute Care,Intensive Care,7665.0,618.0,10314.0,5157,3126.0,80,389,3126.0000000000014
47076,2011-01-01,San Diego,106370759.0,PARADISE VALLEY HOSPITAL,General Acute Care,Intensive Care,3650.0,209.0,2627.0,624,1856.0,80,390,1856.0
47090,2011-01-01,San Diego,106370771.0,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,General Acute Care,Intensive Care,10585.0,487.0,9060.0,1074,3086.0,80,455,3086.000000000004
47104,2011-01-01,San Diego,106370780.0,TRI-CITY MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,162.0,2729.0,933,3476.0,80,538,3475.9999999999986
47118,2011-01-01,San Diego,106370782.0,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,General Acute Care,Intensive Care,11680.0,1726.0,10221.0,1913,5098.0,80,558,5098.0000000000055
47132,2011-01-01,San Diego,106370787.0,PROMISE HOSPITAL OF SAN DIEGO,General Acute Care,Intensive Care,1825.0,61.0,1696.0,0,190.0,80,406,189.99999999999977
47146,2011-01-01,San Diego,106370875.0,SHARP CHULA VISTA MEDICAL CENTER,General Acute Care,Intensive Care,14965.0,526.0,9538.0,1865,7818.0,80,461,7818.000000000004
47160,2011-01-01,San Diego,106370977.0,POMERADO HOSPITAL,General Acute Care,Intensive Care,4380.0,232.0,2637.0,1319,3294.0,80,399,3293.9999999999995
47174,2011-01-01,San Diego,106371256.0,SCRIPPS GREEN HOSPITAL,General Acute Care,Intensive Care,4380.0,254.0,3126.0,1373,2881.0,80,453,2880.9999999999995
47188,2011-01-01,San Diego,106371394.0,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,General Acute Care,Intensive Care,4380.0,404.0,3793.0,502,1493.0,80,454,1493.0000000000007
47286,2011-01-01,San Diego,106374141.0,"UCSD-LA JOLLA, JOHN M AND SALLY B. THORNTON HOSPITAL",General Acute Care,Intensive Care,4380.0,412.0,4068.0,879,1603.0,80,547,1603.0000000000007
47300,2011-01-01,San Francisco,106380777.0,CALIFORNIA PACIFIC MED CTR-CALIFORNIA WEST,General Acute Care,Intensive Care,2920.0,208.0,1318.0,265,2075.0,81,32,2074.9999999999995
47342,2011-01-01,San Francisco,106380857.0,KAISER FND HOSP - SAN FRANCISCO,General Acute Care,Intensive Care,11680.0,357.0,6997.0,2619,7659.0,81,199,7659.0
47384,2011-01-01,San Francisco,106380895.0,UCSF MEDICAL CENTER AT MOUNT ZION,General Acute Care,Intensive Care,2555.0,92.0,1027.0,429,2049.0,81,552,2048.9999999999986
47398,2011-01-01,San Francisco,106380929.0,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,General Acute Care,Intensive Care,10585.0,204.0,7001.0,3650,7438.0,81,36,7437.999999999998
47412,2011-01-01,San Francisco,106380933.0,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,General Acute Care,Intensive Care,2920.0,80.0,2298.0,903,1605.0,81,34,1604.9999999999989
47426,2011-01-01,San Francisco,106380939.0,SAN FRANCISCO GENERAL HOSPITAL,General Acute Care,Intensive Care,8030.0,431.0,8071.0,1553,1943.0,81,437,1943.0000000000027
47440,2011-01-01,San Francisco,106380960.0,ST. FRANCIS MEMORIAL HOSPITAL,General Acute Care,Intensive Care,3650.0,263.0,4667.0,1053,299.0,81,495,299.0000000000009
47454,2011-01-01,San Francisco,106380964.0,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKES CAMPUS,General Acute Care,Intensive Care,3650.0,283.0,2302.0,328,1959.0,81,38,1959.0000000000005
47468,2011-01-01,San Francisco,106381154.0,UCSF MEDICAL CENTER,General Acute Care,Intensive Care,31390.0,855.0,23636.0,4543,13152.0,81,550,13152.000000000011
47482,2011-01-01,San Francisco,106382715.0,CHINESE HOSPITAL,General Acute Care,Intensive Care,1825.0,45.0,923.0,20,967.0,81,54,966.999999999999
47496,2011-01-01,San Joaquin,106390846.0,DAMERON HOSPITAL,General Acute Care,Intensive Care,4380.0,236.0,3117.0,609,2108.0,82,86,2108.0
47524,2011-01-01,San Joaquin,106390923.0,LODI MEMORIAL HOSPITAL,General Acute Care,Intensive Care,3650.0,175.0,2787.0,820,1858.0,82,289,1857.9999999999998
47538,2011-01-01,San Joaquin,106391010.0,SAN JOAQUIN GENERAL HOSPITAL,General Acute Care,Intensive Care,5840.0,232.0,4226.0,582,2428.0,82,441,2428.000000000001
47552,2011-01-01,San Joaquin,106391042.0,ST. JOSEPHS MEDICAL CENTER OF STOCKTON,General Acute Care,Intensive Care,7300.0,356.0,5440.0,1542,3758.0,82,505,3758.000000000001
47566,2011-01-01,San Joaquin,106391056.0,SUTTER TRACY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2920.0,208.0,1575.0,418,1971.0,82,533,1970.9999999999995
47594,2011-01-01,San Joaquin,106392287.0,DOCTORS HOSPITAL OF MANTECA,General Acute Care,Intensive Care,2920.0,177.0,1889.0,590,1798.0,82,91,1797.9999999999995
47622,2011-01-01,San Joaquin,106394009.0,KAISER FND HOSP-MANTECA,General Acute Care,Intensive Care,2190.0,166.0,1264.0,317,1409.0,82,213,1408.9999999999993
47636,2011-01-01,San Luis Obispo,106400466.0,ARROYO GRANDE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2920.0,236.0,1756.0,330,1730.0,83,20,1729.9999999999995
47650,2011-01-01,San Luis Obispo,106400480.0,FRENCH HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,153.0,1929.0,489,1633.0,83,130,1632.9999999999995
47664,2011-01-01,San Luis Obispo,106400524.0,SIERRA VISTA REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,4015.0,120.0,1581.0,450,3004.0,83,472,3003.999999999999
47678,2011-01-01,San Luis Obispo,106400548.0,TWIN CITIES COMMUNITY HOSPITAL,General Acute Care,Intensive Care,6570.0,194.0,692.0,417,6489.0,83,545,6489.0
47734,2011-01-01,San Mateo,106410782.0,SAN MATEO MEDICAL CENTER,General Acute Care,Intensive Care,2555.0,137.0,1353.0,263,1602.0,84,443,1601.9999999999993
47748,2011-01-01,San Mateo,106410804.0,KAISER FND HOSP - REDWOOD CITY,General Acute Care,Intensive Care,3650.0,137.0,3050.0,959,1696.0,84,190,1696.0
47762,2011-01-01,San Mateo,106410806.0,KAISER FND HOSP - SOUTH SAN FRANCISCO,General Acute Care,Intensive Care,5475.0,149.0,2628.0,836,3832.0,84,208,3831.999999999999
47776,2011-01-01,San Mateo,106410817.0,SETON MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,0.0,3935.0,973,2148.0,84,459,2147.9999999999995
47804,2011-01-01,San Mateo,106410852.0,MILLS-PENINSULA MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,301.0,3978.0,1351,6434.0,84,349,6433.999999999998
47818,2011-01-01,San Mateo,106410891.0,SEQUOIA HOSPITAL,General Acute Care,Intensive Care,7300.0,157.0,2394.0,739,5802.0,84,458,5801.999999999998
47846,2011-01-01,Santa Barbara,106420483.0,GOLETA VALLEY COTTAGE HOSPITAL,General Acute Care,Intensive Care,4015.0,253.0,927.0,435,3776.0,85,143,3775.9999999999986
47860,2011-01-01,Santa Barbara,106420491.0,LOMPOC VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,2190.0,0.0,0.0,0,2190.0,85,300,2189.999999999998
47888,2011-01-01,Santa Barbara,106420514.0,SANTA BARBARA COTTAGE HOSPITAL,General Acute Care,Intensive Care,7300.0,338.0,5787.0,1224,3075.0,85,445,3075.0000000000014
47944,2011-01-01,Santa Clara,106430705.0,REGIONAL MEDICAL OF SAN JOSE,General Acute Care,Intensive Care,12410.0,633.0,8507.0,1907,6443.0,86,423,6443.000000000002
47958,2011-01-01,Santa Clara,106430743.0,EL CAMINO HOSPITAL LOS GATOS,General Acute Care,Intensive Care,2555.0,45.0,1303.0,101,1398.0,86,109,1397.999999999999
47972,2011-01-01,Santa Clara,106430763.0,EL CAMINO HOSPITAL,General Acute Care,Intensive Care,8760.0,187.0,6502.0,1726,4171.0,86,108,4171.0
47986,2011-01-01,Santa Clara,106430779.0,GOOD SAMARITAN HOSPITAL-SAN JOSE,General Acute Care,Intensive Care,8030.0,243.0,5233.0,1026,4066.0,86,146,4066.0000000000014
48000,2011-01-01,Santa Clara,106430837.0,OCONNOR HOSPITAL - SAN JOSE,General Acute Care,Intensive Care,5110.0,247.0,4302.0,1245,2300.0,86,373,2300.0000000000005
48014,2011-01-01,Santa Clara,106430883.0,SANTA CLARA VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,16060.0,479.0,7493.0,1187,10233.0,86,446,10233.000000000002
48028,2011-01-01,Santa Clara,106430905.0,STANFORD HOSPITAL,General Acute Care,Intensive Care,24455.0,564.0,17517.0,3313,10815.0,86,518,10815.000000000004
48056,2011-01-01,Santa Clara,106431506.0,KAISER FND HOSP - SAN JOSE,General Acute Care,Intensive Care,5110.0,114.0,1507.0,671,4388.0,86,200,4387.999999999998
48070,2011-01-01,Santa Clara,106434040.0,LUCILE SALTER PACKARD CHILDRENS HOSP. AT STANFORD,General Acute Care,Intensive Care,16060.0,520.0,12228.0,1557,5909.0,86,315,5909.0000000000055
48098,2011-01-01,Santa Clara,106434138.0,ST. LOUISE REGIONAL HOSPITAL,General Acute Care,Intensive Care,1460.0,151.0,1707.0,212,116.0,86,507,115.99999999999983
48112,2011-01-01,Santa Clara,106434153.0,KAISER FND HOSP - SANTA CLARA,General Acute Care,Intensive Care,13870.0,372.0,8110.0,2793,8925.0,86,203,8925.0
48154,2011-01-01,Santa Cruz,106440755.0,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,General Acute Care,Intensive Care,3650.0,149.0,2746.0,883,1936.0,87,98,1935.9999999999998
48196,2011-01-01,Santa Cruz,106444013.0,WATSONVILLE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1095.0,35.0,493.0,194,831.0,87,585,830.9999999999986
48224,2011-01-01,Shasta,106450940.0,SHASTA REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,12775.0,123.0,2031.0,412,11279.0,88,465,11278.999999999998
48239,2011-01-01,Shasta,106450949.0,MERCY MEDICAL CENTER - REDDING,General Acute Care,Intensive Care,12410.0,451.0,2226.0,1258,11893.0,88,340,11892.999999999998
48295,2011-01-01,Siskiyou,106470871.0,MERCY MEDICAL CENTER MT. SHASTA,General Acute Care,Intensive Care,1460.0,6.0,89.0,49,1426.0,89,343,1425.9999999999984
48309,2011-01-01,Siskiyou,106474007.0,FAIRCHILD MEDICAL CENTER,General Acute Care,Intensive Care,1460.0,166.0,588.0,112,1150.0,89,119,1149.9999999999993
48323,2011-01-01,Solano,106480989.0,KAISER FND HOSP - REHABILITATION CENTER VALLEJO,General Acute Care,Intensive Care,7276.0,231.0,4319.0,1410,4598.0,90,191,4598.0
48351,2011-01-01,Solano,106481094.0,SUTTER SOLANO MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,227.0,3315.0,877,2169.0,90,532,2169.0000000000005
48365,2011-01-01,Solano,106481357.0,NORTH BAY MEDICAL CENTER,General Acute Care,Intensive Care,5840.0,394.0,3531.0,593,3296.0,90,364,3296.0000000000005
48379,2011-01-01,Solano,106484001.0,NORTH BAY VACAVALLEY HOSPITAL,General Acute Care,Intensive Care,2190.0,115.0,1392.0,301,1214.0,90,365,1213.9999999999993
48393,2011-01-01,Solano,106484044.0,KAISER FOUNDATION HOSPITAL - VACAVILLE,General Acute Care,Intensive Care,5840.0,95.0,1209.0,449,5175.0,90,248,5174.999999999998
48421,2011-01-01,Sonoma,106490919.0,SUTTER MEDICAL CENTER OF SANTA ROSA,General Acute Care,Intensive Care,5840.0,196.0,2714.0,865,4187.0,91,526,4187.0
48435,2011-01-01,Sonoma,106490964.0,HEALDSBURG DISTRICT HOSPITAL,General Acute Care,Intensive Care,1460.0,73.0,563.0,117,1087.0,91,151,1086.9999999999989
48448,2011-01-01,Sonoma,106491001.0,PETALUMA VALLEY HOSPITAL,General Acute Care,Intensive Care,3285.0,229.0,1502.0,221,2233.0,91,394,2232.9999999999995
48462,2011-01-01,Sonoma,106491064.0,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,General Acute Care,Intensive Care,5840.0,519.0,7555.0,606,-590.0,91,452,-589.9999999999968
48476,2011-01-01,Sonoma,106491076.0,SONOMA VALLEY HOSPITAL,General Acute Care,Intensive Care,2190.0,182.0,1100.0,208,1480.0,91,477,1479.999999999999
48504,2011-01-01,Sonoma,106491338.0,PALM DRIVE HOSPITAL,General Acute Care,Intensive Care,1825.0,153.0,803.0,219,1394.0,91,385,1393.999999999999
48516,2011-01-01,Sonoma,106494019.0,KAISER FND HOSP - SANTA ROSA,General Acute Care,Intensive Care,7300.0,184.0,2025.0,658,6117.0,91,204,6116.999999999998
48530,2011-01-01,Stanislaus,106500852.0,DOCTORS MEDICAL CENTER,General Acute Care,Intensive Care,11680.0,424.0,7014.0,1894,6984.0,92,93,6984.000000000002
48544,2011-01-01,Stanislaus,106500867.0,"EMANUEL MEDICAL CENTER, INC",General Acute Care,Intensive Care,4380.0,177.0,2956.0,456,2057.0,92,112,2056.9999999999995
48558,2011-01-01,Stanislaus,106500939.0,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,General Acute Care,Intensive Care,8395.0,310.0,7906.0,2720,3519.0,92,330,3519.0
48586,2011-01-01,Stanislaus,106500967.0,OAK VALLEY DISTRICT HOSPITAL (2-RH),General Acute Care,Intensive Care,1825.0,72.0,460.0,80,1517.0,92,370,1516.9999999999989
48628,2011-01-01,Stanislaus,106504042.0,KAISER FND HOSP-MODESTO,General Acute Care,Intensive Care,7300.0,418.0,3795.0,892,4815.0,92,214,4815.0
48642,2011-01-01,Sutter,106510882.0,FREMONT MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,0.0,0.0,0,2920.0,93,129,2919.999999999998
48698,2011-01-01,Tehama,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2920.0,270.0,1149.0,495,2536.0,94,493,2535.999999999999
48726,2011-01-01,Tulare,106540734.0,KAWEAH DELTA MEDICAL CENTER,General Acute Care,Intensive Care,14965.0,1972.0,2751.0,234,14420.0,95,254,14420.000000000004
48740,2011-01-01,Tulare,106540798.0,SIERRA VIEW DISTRICT HOSPITAL,General Acute Care,Intensive Care,3650.0,182.0,2675.0,672,1829.0,95,470,1829.0
